objectid,cdmid,title,format,thumb,images,source,date,creator
special34,34,"Asolo Construction, Undated",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/13/86/00001/Red395.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/13/86/00001/Red395.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/86/00001/Red396.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/86/00001/Red398.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/86/00001/Red399.jpg,http://ncf.sobek.ufl.edu/NCF0001386,"undated, circa 1980s",New College of Florida
special35,35,"B-Dorm Students, April 1987",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/25/00001/SF091.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/25/00001/SF091.jpg,http://ncf.sobek.ufl.edu/NCF0001425,1987,New College of Florida
special36,36,Back exterior view of New College library formerly the home of Charles Ringling,image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/56/24/00001/ARCH2_015_002_00003.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/56/24/00001/ARCH2_015_002_00003.jpg,http://ncf.sobek.ufl.edu/AA00025624,ca. 1964,New College of Florida
special37,37,"Barn & Anthropology Studio, April 1987",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/24/00001/Blue242.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/24/00001/Blue242.jpg,http://ncf.sobek.ufl.edu/NCF0001224,1987,New College of Florida
special38,38,"Basketball, 1992",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/10/96/00001/Admissions2_258.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/10/96/00001/Admissions2_258.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/96/00001/Admissions2_259.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/96/00001/Admissions2_260.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/96/00001/Admissions2_261.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/96/00001/Admissions2_262.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/96/00001/Admissions2_263.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/96/00001/Admissions2_264.jpg,http://ncf.sobek.ufl.edu/NCF0001096,1992,New College of Florida
special39,39,"Basketball Game in Parking Lot, January 1977",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/76/00001/SF197.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/76/00001/SF197.jpg,http://ncf.sobek.ufl.edu/NCF0001476,1977,New College of Florida
special40,40,"Basketball in Parking Lot, January 1977",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/74/00001/Blue057.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/74/00001/Blue057.jpg,http://ncf.sobek.ufl.edu/NCF0001174,1977,New College of Florida
special41,41,"Bauer, Gordon and Oscar, 1998",image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/58/52/00001/SPF_001_003_00084.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/58/52/00001/SPF_001_003_00084.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/58/52/00001/SPF_001_003_00085.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/58/52/00001/SPF_001_003_00086.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/58/52/00001/SPF_001_003_00087.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/58/52/00001/SPF_001_003_00088.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/58/52/00001/SPF_001_003_00089.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/58/52/00001/SPF_001_003_00090.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/58/52/00001/SPF_001_003_00091.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/58/52/00001/SPF_001_003_000921.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/58/52/00001/SPF_001_003_00093.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/58/52/00001/SPF_001_003_00094.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/58/52/00001/SPF_001_003_00095.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/58/52/00001/SPF_001_003_00096.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/58/52/00001/SPF_001_003_00097.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/58/52/00001/SPF_001_003_00098.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/58/52/00001/SPF_001_003_00099.jpg,http://ncf.sobek.ufl.edu/AA00025852,1998,New College of Florida
special42,42,"Bay, January 1983",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/22/00001/WC114.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/22/00001/WC114.jpg,http://ncf.sobek.ufl.edu/NCF0001622,1983,New College of Florida
special43,43,"Bay Shore Road by Library, April 1987",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/84/00001/Blue080.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/84/00001/Blue080.jpg,http://ncf.sobek.ufl.edu/NCF0001184,1987,New College of Florida
special44,44,"Bayfront at Sunset, March 1981",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/10/92/00001/Admissions2_235.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/10/92/00001/Admissions2_235.jpg,http://ncf.sobek.ufl.edu/NCF0001092,1981,New College of Florida
special45,45,"Bayfront at Sunset, November 1984",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/10/91/00001/Admissions2_234.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/10/91/00001/Admissions2_234.jpg,http://ncf.sobek.ufl.edu/NCF0001091,1984,New College of Florida
special46,46,"Bayfront Campus Aerials, College & Cook Halls, 1992",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/12/00001/Wallace027.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/12/00001/Wallace027.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/12/00001/Wallace028.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/12/00001/Wallace029.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/12/00001/Wallace030.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/12/00001/Wallace031.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/12/00001/Wallace032.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/12/00001/Wallace033.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/12/00001/Wallace034.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/12/00001/Wallace035.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/12/00001/Wallace036.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/12/00001/Wallace037.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/12/00001/Wallace039.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/12/00001/Wallace043.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/12/00001/Wallace044.jpg,http://ncf.sobek.ufl.edu/NCF0001112,1992,New College of Florida
special47,47,"Bayfront Campus Aerials, College & Cook Halls, January 1987",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/16/00001/Wallace042.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/16/00001/Wallace042.jpg,http://ncf.sobek.ufl.edu/NCF0001116,1987,New College of Florida
special48,48,"Bayfront, June 1988",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/26/00001/WC121.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/26/00001/WC121.jpg,http://ncf.sobek.ufl.edu/NCF0001626,1988,New College of Florida
special49,49,"Bayfront, March 1976",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/24/00001/WC116.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/24/00001/WC116.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/16/24/00001/WC117.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/16/24/00001/WC119.jpg,http://ncf.sobek.ufl.edu/NCF0001624,1976,New College of Florida
special50,50,"Bayfront, October 1972",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/21/00001/WC113.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/21/00001/WC113.jpg,http://ncf.sobek.ufl.edu/NCF0001621,1972,New College of Florida
special51,51,"Bayview, May 1973",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/25/00001/WC120.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/25/00001/WC120.jpg,http://ncf.sobek.ufl.edu/NCF0001625,1973,New College of Florida
special52,52,"BCE- ""A"" Beam, April 1987",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/86/00001/WC251.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/86/00001/WC251.jpg,http://ncf.sobek.ufl.edu/NCF0001686,1987,New College of Florida
special53,53,"Beth Mayberry, February 1978",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/56/00001/SF145.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/56/00001/SF145.jpg,http://ncf.sobek.ufl.edu/NCF0001456,1978,New College of Florida
special54,54,"Bicycles on Campus, May 1998",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/28/00001/Wallace264.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/28/00001/Wallace264.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/28/00001/Wallace265.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/28/00001/Wallace266.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/28/00001/Wallace267.jpg,http://ncf.sobek.ufl.edu/NCF0001128,1998,New College of Florida
special55,55,"Big Mother, April 1978",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/85/00001/WC245.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/85/00001/WC245.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/16/85/00001/WC247.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/16/85/00001/WC248.jpg,http://ncf.sobek.ufl.edu/NCF0001685,1978,New College of Florida
special56,56,"Bio Views, April 1987",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/20/00001/Blue238.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/20/00001/Blue238.jpg,http://ncf.sobek.ufl.edu/NCF0001220,1987,New College of Florida
special57,57,"Bonnie Sehenuk, February 1978",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/88/00001/SF243.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/88/00001/SF243.jpg,http://ncf.sobek.ufl.edu/NCF0001488,1978,New College of Florida
special58,58,"Bridge, March 1989",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/55/00001/WC172.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/55/00001/WC172.jpg,http://ncf.sobek.ufl.edu/NCF0001655,1989,New College of Florida
special59,59,"Bridget Schettler, 1996",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/57/00001/VBP170.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/57/00001/VBP170.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/57/00001/VBP171.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/57/00001/VBP172.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/57/00001/VBP173.jpg,http://ncf.sobek.ufl.edu/NCF0001557,1996,New College of Florida
special60,60,"""A"" Building,  May 1973",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/98/00001/WC267.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/98/00001/WC267.jpg,http://ncf.sobek.ufl.edu/NCF0001698,1973,New College of Florida
special61,61,"Building C, Palmer Buildings, October 1981",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/89/00001/WC258.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/89/00001/WC258.jpg,http://ncf.sobek.ufl.edu/NCF0001689,1981,New College of Florida
special62,62,"Building D, Palmer Buildings, October 1981",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/66/00001/WC205.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/66/00001/WC205.jpg,http://ncf.sobek.ufl.edu/NCF0001666,1981,New College of Florida
special63,63,"Bus-to-US Group, September 1973",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/92/00001/SF247.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/92/00001/SF247.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/14/92/00001/SF251.jpg,http://ncf.sobek.ufl.edu/NCF0001492,1973,New College of Florida
special64,64,"Bus-to-US, September 1973",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/94/00001/SF249.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/94/00001/SF249.jpg,http://ncf.sobek.ufl.edu/NCF0001494,1973,New College of Florida
special65,65,"By H Rooms, Undated",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/86/00001/SF238.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/86/00001/SF238.jpg,http://ncf.sobek.ufl.edu/NCF0001486,"undated, circa 1970s",New College of Florida
special66,66,"C Building, Palmer Buildings, April 1987",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/63/00001/WC199.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/63/00001/WC199.jpg,http://ncf.sobek.ufl.edu/NCF0001663,1987,New College of Florida
special67,67,"Camilla Mortensen, 1992",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/54/00001/VBP153.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/54/00001/VBP153.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/54/00001/VBP154.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/54/00001/VBP155.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/54/00001/VBP156.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/54/00001/VBP157.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/54/00001/VBP158.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/54/00001/VBP159.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/54/00001/VBP160.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/54/00001/VBP161.jpg,http://ncf.sobek.ufl.edu/NCF0001554,1992,New College of Florida
special68,68,"Campus Christmas Party, December 1982",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/13/53/00001/E134.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/13/53/00001/E134.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/53/00001/E135.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/53/00001/E136.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/53/00001/E137.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/53/00001/E138.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/53/00001/E139.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/53/00001/E140.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/53/00001/E141.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/53/00001/E142.jpg,http://ncf.sobek.ufl.edu/NCF0001353,1982,New College of Florida
special69,69,"Campus Scene, 1976-1977",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/13/93/00001/SF016.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/13/93/00001/SF016.jpg,http://ncf.sobek.ufl.edu/NCF0001393,circa 1977,New College of Florida
special70,70,"Campus Scene, Facing Hamilton Center, September 1972",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/13/39/00001/EC311.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/13/39/00001/EC311.jpg,http://ncf.sobek.ufl.edu/NCF0001339,1972,New College of Florida
special71,71,"Campus Scene, February 1984",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/98/00001/EC229.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/98/00001/EC229.jpg,http://ncf.sobek.ufl.edu/NCF0001298,1984,New College of Florida
special72,72,"Campus Scene, From College Hall Terrace, March 1964",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/86/00001/WC023.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/86/00001/WC023.jpg,http://ncf.sobek.ufl.edu/NCF0001586,1964,New College of Florida
special73,73,"Campus Scene, March 1977",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/34/00001/SF104.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/34/00001/SF104.jpg,http://ncf.sobek.ufl.edu/NCF0001434,1977,New College of Florida
special74,74,"Campus Scene, May 1977",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/94/00001/EC223.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/94/00001/EC223.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/94/00001/WC239.jpg,http://ncf.sobek.ufl.edu/NCF0001294,1977,New College of Florida
special75,75,"Campus Scene, NC Football, October 1977",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/05/00001/SF284.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/05/00001/SF284.jpg,http://ncf.sobek.ufl.edu/NCF0001505,1977,New College of Florida
special76,76,"Campus Scene, October 1977",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/90/00001/EC218.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/90/00001/EC218.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/90/00001/EC220.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/90/00001/EC227.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/90/00001/EC232.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/90/00001/EC233.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/90/00001/SF278.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/90/00001/SF285.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/90/00001/SF287.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/90/00001/SF293.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/90/00001/SF294.jpg,http://ncf.sobek.ufl.edu/NCF0001290,1977,New College of Florida
special77,77,"Campus Scene, Pool, October 1977",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/37/00001/SF109.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/37/00001/SF109.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/14/37/00001/SF112.jpg,http://ncf.sobek.ufl.edu/NCF0001437,1977,New College of Florida
special78,78,"Campus Scene, September 1972",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/96/00001/EC226.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/96/00001/EC226.jpg,http://ncf.sobek.ufl.edu/NCF0001296,1972,New College of Florida
special79,79,"Campus Scene, Tennis, October 1977",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/32/00001/SF102.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/32/00001/SF102.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/14/32/00001/SF107.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/14/32/00001/SF110.jpg,http://ncf.sobek.ufl.edu/NCF0001432,1977,New College of Florida
special80,80,"Campus Scene-Dort Drive, September 1972",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/75/00001/WC224.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/75/00001/WC224.jpg,http://ncf.sobek.ufl.edu/NCF0001675,1972,New College of Florida
special81,81,"Campus Scenes, by College Hall, March 1964",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/84/00001/WC021.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/84/00001/WC021.jpg,http://ncf.sobek.ufl.edu/NCF0001584,1964,New College of Florida
special82,82,"Campus Scenes, Walk Front of College Hall, March 1964",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/83/00001/WC020.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/83/00001/WC020.jpg,http://ncf.sobek.ufl.edu/NCF0001583,1964,New College of Florida
special83,83,"Caples 100 Year-old Pine, April 1987",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/45/00001/WC149.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/45/00001/WC149.jpg,http://ncf.sobek.ufl.edu/NCF0001645,1987,New College of Florida
special84,84,"Caples Carriage House, April 1987",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/83/00001/EC186.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/83/00001/EC186.jpg,http://ncf.sobek.ufl.edu/NCF0001283,1987,New College of Florida
special85,85,"Caples Carriage House, Home to Environmental Studies, 1992",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/11/00001/Wallace026.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/11/00001/Wallace026.jpg,http://ncf.sobek.ufl.edu/NCF0001111,1992,New College of Florida
special86,86,"Caples Empty Land, Arts Site, April 1987",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/82/00001/EC185.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/82/00001/EC185.jpg,http://ncf.sobek.ufl.edu/NCF0001282,1987,New College of Florida
special87,87,"Caples, Fall 1999",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/10/50/00001/Admissions144.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/10/50/00001/Admissions144.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/50/00001/Admissions145.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/50/00001/Admissions146.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/50/00001/Admissions147.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/50/00001/Admissions148.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/50/00001/Admissions149.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/50/00001/Admissions150.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/50/00001/Admissions151.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/50/00001/Admissions152.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/50/00001/Admissions153.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/50/00001/Admissions154.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/50/00001/Admissions155.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/50/00001/Admissions156.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/50/00001/Admissions157.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/50/00001/Admissions158.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/50/00001/Admissions159.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/50/00001/Admissions160.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/50/00001/Admissions161.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/50/00001/Admissions162.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/50/00001/Admissions395.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/50/00001/Admissions396.jpg,http://ncf.sobek.ufl.edu/NCF0001050,1999,New College of Florida
special88,88,"Caples, February 1979",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/53/00001/EC069.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/53/00001/EC069.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/53/00001/EC070.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/53/00001/EC071.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/53/00001/EC072.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/53/00001/EC073.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/53/00001/EC074.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/53/00001/EC075.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/53/00001/EC076.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/53/00001/EC183.jpg,http://ncf.sobek.ufl.edu/NCF0001253,1979,New College of Florida
special89,89,"Caples Fine Arts Complex, Aerials, 1993",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/06/00001/Admissions2_388.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/06/00001/Admissions2_388.jpg,http://ncf.sobek.ufl.edu/NCF0001106,1993,New College of Florida
